,reviewText,summary
999,"In my view there are books that everyone should read.  This is one of them.  The Jungle Book is just a life lesson teaching classic.  Put in on your kid's Kindle or better yet, hand him the paper copy and then read or re-read it yourself.  You'll have instant opportunities to think deeper about life and endless teachable moments with your kid.  A classic timeless book.","Read it, it's not the Disney abbreviation; but a true deep classic"
1000,"And trust me, I've read them all.  The only thing is - if you have ZERO background whatsoever on this disease, or in science in general, don't start with this book.  Instead, start with one of the more general, introductory books like ""living with lupus"" or ""lupus q and a"" to just get a background because this is one heavy-duty book, laden with science that is very thorough, comprehensive, and sometimes complicated.  It's amazing though, and a must-read.  I'm VERY happy this exists.","The best, most comprehensive book on lupus available at this time."
1001,"I was given a copy of this novel in exchange for an honest review.  I honestly couldn't finish it.  I am sure it is meant for someone other than me and write my opinion with that as my basis.  I could see how this could be for men who were abused and raised in a strict church environment and don't understand their own sexuality.  I liked the idea of a lost journal found hundreds of years later and written about by a current blogger..  I, however, don't understand the need of some men to seduce young boys using their position or authority as a means of seduction.",For men who were abused and raised in a strict church environment.
1002,"Reread this amazing and original vampire series (5 books) in 2016.  Well worth my limited reading time.  Charlie Huston's writing is superb.  As he has said, ""Joe Pitt [vampire PI in this series] is taking a long deserved rest.""  Book 1 is Already Dead (title).  Imagine Manhattan territory being carved out between five competing vampire clans.  An uneasy peace.  Love the vampire motorcycle clan.",Reread this amazing and original vampire series (5 books) in 2016
1003,Garth Ennis' run on Punisher in the Max imprint is awesome! I find it reminiscent of Leon: The Professional. I had read most of these stories individually but I recently read through them all in sequence and found that they are more serialized than I had expected. I therefore recommend getting volumes 1-4 of Punisher Max: The Complete collection and reading them all in sequence.,... Ennis' run on Punisher in the Max imprint is awesome! I find it reminiscent of Leon
1004,"Got this book because my little one loved Richard Scary's Big Book of Things That Go.  Thought this one would be neat because it was just cars and trucks.  It is neat, but it is tiny, pocket-sized, would fit in your purse.  Didn't catch that in the description.  It has turned out to be a nice, hearty car book though, so I would rate it good for that purpose.  Also, if you are looking for a toddler-proof board book intro to Richard Scary, this is good for that too.  If your little one can handle regular pages and regular sized books though, then just get the big book.","Abbreviated version of the big book of things that go, about 3""x5"""
1005,"This a well thought of craft. I bought one for my grandson is 6 yrs old and myself.  He liked doing the decorating / glittering but and some of the gluing, but he was a little young for this activity.  The kit gives you the cut outs in addition to a complete copy to scan and enlarge or create additional structures. This is definitely a great kit, and at an excellent price. I recommend a little old child and/ or child who likes detail or anyone who loves crafts.  I love it.","Beautiful paper craft for an 8+ yr old or crafty person, and at a great price"
1006,This series just keeps getting better. Rockton is supposed to be a safe haven but now the council wants to make it a prison. Oops they forgot to tell the sheriff. Eric and Casey have to figure out how to keep a serial killer prisoner for six months without riling the town and without releasing him to do more harm. This story is a frenetically paced thriller that answers some secrets and reveals new ones. Eric and Casey can count on no one but themselves. I stayed up way past my bedtime reading this and don't regret a second of lost sleep. I look forward to the next installment.,This story is a frenetically paced thriller that answers some secrets and reveals new ones.
1007,"Juan Martinez comes across in his book just like he did in the televised trial. A no-nonsense prosecutor who does his homework before he goes to trial. I thought I was done with Jodi Arias but this book illustrates just what a cold-blooded murderer she really was, and the lengths he went to to get justice for the victim. Good read.",Juan Martinez comes across in his book just like he did in the televised trial
1008,"Really enjoyed it. This author is so good for someone who wants to escape his/her world for a while. For the last year I have been recuperating from a traumatic brain injury and have been blessed with the ability to read and escape my current world. I have read all of Sarah Kate Lynch's books, I think anyway and will be forever grateful for having spent that time with her.",Need to escape! Grab every Sarah Kate Lynch book you can find!!
1009,The plausible impossible would be a good description of this plot. It was suspenseful in parts and very predictable in others. Had an non disturbing underlying Christian theme. The author appears to be an out door affecianado with practical experience. She should research the role of the FBI in real life before writing about it. A decent read but not spectacular.,The plausible impossible would be a good description of this plot
1010,"I personally love Wordly Wise and think it's a great mixed resource for vocabulary, writing, and reading comprehension reinforcement. As a teacher, I have recommended it to many parents. I know some parents HATE the design of the exercises (thus four stars), but from a teacher's perspective it's the perfect practice resource.","Great Vocabulary, Writing, and Reading Comprehension Practice"
1011,"As others have noted, it could have benefited from better editing...from someone who did some research about when helicopters were in use by the US Army--it wasn't even important to the plot, a truck would have done just as well.  In a nutshell, this book can be encapsulated as Monument Man becomes Indiana Jones; Einstein is literally bedeviled to help make atomic bombs; sex scenes are ""when it was over"".  The scenes that were supposed to be horror weren't even interesting.  NOT a page turner.  Don't waste your time.","Monument Man becomes Indiana Jones, Einstein is bedeviled...but it isn't even that good"
1012,"Hayden might be the dominant in this BDSM but Addison  made him into a better person who finally overcomes his demons. There are some very hot scenes that will have you looking for a fan.  Addie wants this relationship to go further than friends, and she won't give up until she wins Hayden's love.
I highly recommend this steamy book and can't wait for the next Quantum story.
I think you might want to read the  series from the beginning to understand all the couple's in the Quantum  Series.",Rapturous is by far the best in the Quantum Series and M.S.Force has done an awesome job with a difficult subject.
1013,"I like to go back to this book to read a few chapters over again and again next year.

There are many good suggestions that I have used to create better habits for myself around focus and attaining goals.

Many we have all heard before but this information is definitely worth repeating. I enjoyed ""Question Popular Thinking"" and ""Rely on Bottom-Line Thinking"" as well as the ""Thinking Questions"" at the end of each chapter.
Laura Iskenderian",Change your thinking - Change your Life - Maxwell book review by Laura Iskenderian
1014,"Simply Phenomenal. We bought a whole bunch of books by Julia Donaldson (mostly at Indigo stores here in Canada, so we can go through it to ensure the topic would be interesting to our little one). The illustrations are great. The stories are funny. And we even ended up ordering DVDs (fro Europe) featuring animated versions of this, and the two Gruffalo stories. They are all just wonderful and would recommend to everyone.","Pretty much every single piece by Julia is a winner - kids, and adults alike, just love it!"
1015,"A well written introduction to the electricity generation and distribution industries. It not only covering the business but also the personalities who shaped the industry - Edison, Westinghouse, Tesla, Insull and many others. It helped me understand how the industry got to where it is today and to think through how it may change in the future.",Excellent and concise introduction to the US electricity industry
1016,"Purchased this book because I like to know more about photoshop. Its the photo editing software that I'm interested to do at the moment and I am gathering information about it before the actual editing takes place, and I like the information I've read in this book. Specifically on photo retouching and image enhancing. Its a good book for a newbie like me and the text are readable. Good book in my opinion!",Purchased this book because I like to know more about photoshop
1017,"I found this book to be very repetitive, I felt like I was waiting for something to happen. The characters are likable and easy to get to know. This author has potential, it's not a horrible read if you don't mind waiting for action. Also, right when it started to get good, it ended. I felt the story was left unfinished.","Slow, slow start. Enjoyed the climax, ending left me hanging."
1018,"This is THE BEST STORY I have read to date. Danielle Stewart pulls you into the 1960's, hiding in the woods from the hatred of the Klu Klux Klan, and fearing for the safety of your closest friends. You learn the news of the time(1960's), as white ten year old Betty stops day dreaming, and becomes aware of the black community on the other end of town. Over time, Betty gets the answers to all her questions, while experiencing the growth of true friendship while learning about love in the black arms of mama. Well written, with numerous words of wisdom that speak to the reader.","Unlikely love blooms, during heated conflict between black and white communites in 1960's"
1019,"There's simply no way to understand the cruelty, sadism, and inhumanity of the Nazis of WWII.  This book is a first hand account of someone who survived years of Nazi abuses in various concentration camps as a young Jewish boy from Poland.
Remarkably it appears that he has not let the memories of those horrendous experiences keep him from enjoying a rewarding life in America.  Perhaps those experiences taught him not to allow the precious moments of today and tomorrow to be tarnished by the anguish and rancor from yesterday.","Riveting first hand account of death, starvation & torture from Nazis"
1020,"My husband and I have been reading these books aloud together, and we are riveted, moved, inspired, drawn deeper into the Spirit each time we read - and after (lingering effects).  Can't wait to read the final book, Rise, which we just got...but will miss the characters from the Oneness books (so very well developed they feel like friends).  Thank you, Rachel!  Will be looking for something else of yours to read next!",but will miss the characters from the Oneness books (so very well developed they feel like friends). Thank you
1021,"I love it---with a caveat: I've sung in a choir and our choir director enjoyed singing more unusual traditional music.  No ""Grandma Got Run Over By A Reindeer"" here.  As a lover of Christmas music and an appreciator of the traditional - less often heard music, I'm thrilled.  As a recent adopter of the uke, I appreciate the two chord simpler arrangements---although I have to admit there are a few chords I've never played before.

Large format printing, check.  Lie-flat binding, check.  Good value, also.  Glad I bought it.","Enjoy the selection of traditional carols, and appreciate the simplicity."
1022,"I use this as a daily devotion, it's my second time through and I really find that the Lord uses it to speak to what is happening in my life.  The author has great insights and practical illustrations of what has either happened in her life or the life of a friend.  I think it really does reveal the wonder of His love.",The Wonder of His incredible love that resides in His heart for us.
1023,"Healing Your Emotional Self is an excellent book to read, regardless of what kind of family-of-origin experiences you had.  Those who come from dysfunctional family backgrounds come to understand that they are not alone, and their feelings are validated.  Those who come from families that were mentally healthy, on the other hand, are reminded to appreciate the good luck they did have.","The seller is awesome, as the book came very well wrapped, on time, and in great condition."
1024,"This is one one of the all time classic thrillers of the olden era. John Buchan was a great author. But  its sedentary pace, prim & proper language, sober story-telling and absence of high voltage action may not appeal to the present generation. Read it if you like the olden days sedate mystery novels.","Classic, but Not high voltage thriller of present generation."
1025,"The female main character is stubborn, reckless and not respectful for others needs. The male main character appears weak and far from intelligent. The mother, more a ghost than a mother. The characters drag the story
Allegedly authors convey a message to their readers, I wonder, with these character traits which message do the author gives?
Couldn't finish it",The male main character appears weak and far from intelligent. The mother
1026,"Finally, a comprehensive resource with practical tips of how to introduce yoga into your everyday life.  This book is a necessity for when you want to either relax and unwind, or get moving and laughing with your entire family.  I LOVE it!

Giselle Shardlow, M.Ed.
Kids Yoga Stories
Author of five yoga-inspired children's books including Sophia's Jungle Adventure","Build happy, healthy, and connected families and classrooms with this resource"
1027,"A steamy book about alpha hockey players and laugh out loud moments, you cant get better than that.  The author did a fantastic job with all of the characters, but I now have a special place in my heart for Miller.

One of my favorite parts of the book; the truth behind this statement really resonated with me:
There are no refunds and no exchanges with love. It comes with flaws and imperfections. Its raw, unfiltered, and sometimes it isn't easy. But Ive found the best things in this life are the ones Ive had to work hardest for.","Cookies, Sunshine, Lightning Rods, and Yetis......A MUST READ!!!"
1028,"Meagan was on the path of success at a prestigious law firm at a young age.  On the tract of partner then segue into is successful political career.  Then she was beaten and raped.  She loses almost everything and learns some hard lessons about life.
A very good read.  Twists and turns along the way.",Shows the emotional growth of Meagan after being the victim of horrifying crime
1029,"This book is one of several written my an ancestor of mine. He is a talented writer from my fraternal grandmother's side of the family. The story is of a family and their struggles to live and prosper in a relatively undeveloped country. But, beware, the story turns bloody at times and shows that crime and greed existed even back then.",Another exciting tale of people living in the Cayman islands in early times.
1030,"An excellent series detailing the life of a young Scotsman's ordeals as a soldier of the Raj. Touching not only on warfare, but the insular, self-satisfied and stifling social scene. McCutcheon's descriptive capability puts you right there with Ogilivie as he deals with the warriors and the common people of India and Afghanistan, the gossips and harridans among army wives, and the dangers of service on the frontier in an army where senior officers look to past glories rather than new possibilities.","Exciting, complex, tale of life in the Raj during the end of the Victorian era."
1031,"Simple. But then so many of the most powerful messages are. Don't let the simplicity of this story and the writing fool you. Mr. Strelecky has created an engaging and fun story in which we, the readers, are reminded that our path to fulfillment begins within us. It cannot be reached with material items, it cannot be given to us, and no one can tell us where the path begins. They can, however, help us to walk that path once we decide where to start it at.",Simplicity is often the most effective tool on the path to success.
1032,The pictures are as vibrant as the food. The recipes at first glance seem intimidating but are actually very easy to prepare. This book has excellent detailed ingredient list and directions. The food is so yummy. When I make a recipe from this book I feel like I'm rewarding my body with amazing nutritional delicious food!!,The recipes at first glance seem intimidating but are actually very easy to prepare
1033,"Ms. Miller writes a ripping good yarn, always, with true characters, vivid locations, fresh plot twists and turns. One,of my very favorite authors, I always want to be her heroine, have THAT adventure. Especially loved the places and times of this novel. I recommend it to anyone who still believes in the possibility of love and romance. Brigham and Lydia are fine people to spend time with.  DC Cottle",I wanted to be the hero's Yankee Wife. Get on a Yankee clipper and sail into that harbor right into his arms.
1034,"This is a book that I have had a hard time putting down, despite the sad topic. Not only is the information contained within presented carefully, but it is also written in a very engaging manner. I enjoyed reading it, as I also grew angry at the hypocrisy and deception revealed but it.

Good job, Ian.",A great exposition of how coded racism is still a major part of our culture and politics
1035,"Is S & M  the same as rape?

Was any of this sex consensual?

Sex with a young teenager?  Oh who happens to be unconscious..... too.

Welcome to this book of well, spankings and rape.

I must have missed the point.

Really disappointed with this.

Where is the rich writing, the character development, even a plot?","IF YOU THOUGHT THIS BOOK MIGHT BE YOUR NEXT BOOK AFTER  Fifty Shades, well, it is not."
1036,"This reads like a cross between an opinion piece and a term paper.  It summarizes work in sociology, psychology, and neuroscience, but adds nothing new or insightful.  His applications are not driven by the science, but shoe-horned into his ideology.  If the topic interests you, read the sources, Haidt, (The happiness hypothesis is excellent), Kahneman, and any of a dozen modern neuroscientists.  Brooks is not a bad writer, but he is not a scientist and he has just become too much of an ideologue.","Read the sources, nothing new here and too much bias for my taste"
1037,"I started reading this book, loving the way the author used words like paint on a paint brush....words splashing upon a canvas leaving an incredible painting.  It has rhythm, it was beautiful and emoting!  But, as I proceeded, this word-smithing became frustrating....just get on with the story.  But, I was always lured back to finish it.  It seemed like the ending was so condensed, and so quickly over that  I felt cheated at the end.  Yet, I find myself still wondering what was the author's purpose in the way she chose to write the book?  Lies deceive....and liars cheat!",loving the way the author used words like paint on a paint brush
1038,"I have read many of this author's books and have loved them all. But this one is my new favorite. I finished it last night and felt like I have lost 2 dear friends - the two sisters in the book.  I became very attached to the characters and gained new understanding as to what life was like in France during WWII.  Kristin, Thank you for writing such amazing books, they enhance my life.",... have read many of this author's books and have loved them all
1039,"I've read most of M. K. Rider's books, and always enjoy the Alien cultures and world building she incorporates into her stories.  This story starts with Nikhil finding a human beaten half to death, and quickly shows the warrior may know weapons and battle, but he still has a lot to learn about women, and Alien cultures.",Mikhail is a big fierce warrior who assumed no woman would want him
1040,"Wow! I almost cannot believe the negativity of some of these reviews.  I found this book to be very fun and it wrapped up the saga of the Iron Druid exceedingly well.  The tone of the book was done in the same style of the rest of the series.  The only disappointing point is that this is the end of a terrific series.  I will not give away plot points, I suggest you read it for yourself.  Also, the audiobook is stellar.",A very satisfying ending to a stellar series.  My thanks to the author for the years of entertainment.
1041,"So if you're reading this I'm sure you're already on board for what this series is about, basically tactical Templar Knights. In my opinion this latest installment of the series does not disappoint. There's so much that was introduced earlier that gets wrapped up, and the questions that it instills by the end just make you want more. If you're looking for a tactical adventure story with a supernatural twist I highly recommend this entire series.","Questions answered, with new ones to make you yearn for more adventures."
1042,"Disappointing. Mostly text with scant illustrations. It could have been designed much better and made more colorful and visually attractive. The diet part relies heavily on chicken, which Consumer Reports has recently found to be highly contaminated with bacteria, including organic versions. So, I'd suggest innovating with safer own protein selections.",It could have been designed much better and made more colorful and visually attractive
1043,"The subject matter was great, but the way it was written was poor, at best.  I knew this going into it, but thought I would read it for myself and make my own judgment. This is too bad, really, because Gus Grissom deserved better!  Too many repeats, no continuity, etc.  It has all been stated in other reviews.  It seems to have been written like a very long newspaper article.  At least that is my take on it.  If you are interested in the material, and learning about Gus, then make the purchase.  You will learn more about him, but be warned, it is not an easy read.","The subject matter was great, but the way it was written was poor"
1044,"I have made my own soap using various recipes over the years and found some work better than others.  I have never done my own stain remover though and look forward to trying the recipes in this book.  It was nice to have it all compiled in one place along with the reasons you should consider making your own laundry soap.  If you are looking for a good source to give you the information you need on trying the natural alternatives, you have found it!",Several natural alternatives for laundry soap and stain removers
1045,"Let me tell you: READ THIS BOOK!  Great Thriller!
Wow, I am reading the Large Print version which is like 860 pages.
I am up to page 692 right now: BETTER than Any MOVIE out there!
This book, and some of his other Books THEY NEED to Make a Movie out of this NOVEL!
Also, SWAN PEAK would make a Great Movie too!
THIS is Definitely Worth your Time!  If it wasn't Midnight I would keep reading, but have to get to bed!",FABULOUS BOOK!  LOVE IT!  Great Thriller....Long But something with REAL SUBSTANCE Readers!!!!!!!
1046,"Beautifully written from the dog's point of view.  Entertaining, funny and not really sad like a lot of stories about pet's are.  I just adopted a American English Coonhound and this book helped me to understand what they are all about.  I felt much more comfortable with my coonhound and that I understood some of the things she did by reading this book.  Coonhounds make wonderful pets I hope this book helps more people want them as pets.  Many are up for adoption.",If you have a Coonhound this book will help you understand their essence.
1047,"This was one of those books that I kept reading hoping I would start liking it. Don't get my wrong- I didn't dislike it, but I just couldn't get into it. I can see why other people may enjoy it. Who I thought would be love interest kept changing and I was getting confused as to if I somehow missed something. Also, we were introduced to a lot of characters yet then they became obsolete. I wish there was more interaction with all the people that were helping her.","Don't get my wrong- I didn't dislike it, but I just couldn't get into it"
1048,"I have read 5 books by Ernie Dempsey so far and I think that The Fourth Prophecy is the best one so far. It has non-stop great action, a corrupt and evil politician. It has great descriptions of the Mexican rain forest and it also has a great psychopathic young murderess, Erika.
Too bad she got killed off, she would have been great in a book series of her own.
And, of course it has romance, albeit, not graphic in the love affair between Tommy and Sean. Thank goodness.
Good job Ernie!",... and I think that The Fourth Prophecy is the best one so far
1049,"I have always admired Gov. Huckabee, and this was my ""treat"" to myslef when buying this book! It was like watching this wonderful man grow up and his strugles to do what he wanted to do and was such a man of God!  Some of his Christmas experiences was like I was looking in a mirror of my own Chrismas memories!
Light reading with a great story - would recommend this to anywone.
My grandson who will be going off to college this fall and all of a sudden has taken quite an interest in government enjoyed this book.",A Simple Christmas; Twelve Stories That Celebrate The True Holiday Spirit
1050,"This was a fascinating review of the history and literature of intelligence quotients, whether it is from a variety of IQ tests throughout history, or from police academy testing, or military testing, or from businessmen across the globe who have to deal with the reality of finding competent people in order to run their businesses. It all documents what any objective observer can see by simply looking around... or traveling around the world.",Fascinating review of the history and literature of intelligence.
1051,"An amazing writer! Favorite author--period! Plot is interesting, interaction hot & sexy. Best part is the characters are amazing and their dialogue memorable--the story just jumps off the page!  Wow! Amazingly well written...You'll want to enjoy this book over and over again! If you really enjoy this author, you might want to check out books under her real name, Jennifer Armentrout. She writes YA books filled with out of this world high adventure but it's just truly solid gold romance!",Amazing writer = hot characters + memorable dialogue + sexy plot = A book to enjoy over & over again!
1052,"I loved everything about this novel, from the setting of 1930's England to the lovely dream cottage.  Ginny, the sister-in-law, is a complement to the story since she embodies the aristocracy and the liberated spirit of a 20's flapper all in one.  It helped that I read the prequel from the author's website, to get a feeling for the history of the cottage and the owner.  I am looking forward to more in this series.",Lovely 1930's English background with mystery & a touch of paranormal.
1053,"Author Wiley Cash's THE LAST BALLAD is a searing, historically-based novel that will make you think.

The year is 1929 and the setting is the Appalachian foothills.  The protagonist is Ella May Wiggins, a textile factory worker.  Her struggle for worker's and women's rights will harken to tales of Norma Rae and her fight for Union work protection.  Reads like fiction and so interesting you will forget you are experiencing actual events.",Reads like fiction and so interesting you will forget you are experiencing actual events.
1054,"Shocking! It is incredible to me that in the 20th century such abuse would have gone unnoticed.  I never imagined that it would happen in the civilized United States, and repeatedly, The army experiments, the shoddy medical care the poor, the nightmarish mental health for the poor/black.  The political argument is very much in the news today and it is being exploited by the media.  Definitely an eye opening book.","the shoddy medical care the poor, the nightmarish mental health for the poor/black"
1055,"Err...anyone complaining that the story is 'dirty'...what the hell did you expect from a book listed under ADULT fairy tales? It also states in the description that there are sex scenes. If you went into it without bothering to check the description, clicking 'buy nowc just because the title is 'Cinderella', expecting Disbag sicky sweet 'sex doesn't exist and people reproduce through osmosis' silliness, then you have only yourselves to blame.",expecting Disbag sicky sweet 'sex doesn't exist and people reproduce through osmosis' silliness
1056,"this was a first Ker Dukey book for me but im a veteran K Webster reader.
took me a little longer then usual to get into but like all webster books i loved it. benny was so creapy and weird its amazing.
k webster really has a way with her villians to make you like them.
this is the first in a 2 book series.",took me a little longer then usual to get into but like all webster books i loved it
1057,"I feel that the author has devoted most of the content to the thoughts of Savvas.  A reader unfamiliar with other books of The Village series will lack the character of the Village itself.  They will be mislead to the qualities of the characters and the kindnesses and humane traits.  They will be left with feelings that the villagers  lack concern, compassion, and are all like Maria.

Also one the more ruining themes in this book is repeated women are have greater moral character, more intelligent, and overcome male plotting, and rightfully so!",Disappointing when compared with other books of this collection.
1058,"This is one of the best marriage books I have ever read.  I have read this book several times to help my (already wonderful) marriage.  This book covers real situations, and gives practical recommendations and insights.  We have purchased many copies of this book and given it to other married couples.","Excellent!  I've read it several times to help my own marriage, and have given away copies to others."
1059,This book is a good guide to learn and understand about recycling! I learn different tips and ideas on how to make crafts using recycle materials. This book is very interesting. I will share this book to my friends. The books gives me easy to follow instruction so I can start anytime making crafts. Thanks!,This book is a good guide to learn and understand about recycling
1060,"As a non-Trump supporter, this book is a disgrace, and even more disgraceful is the media's embrace of it.  There are many wonderful books on the inner workings of the White House, the most recent being the excellent book by Chris Whipple, The Gatekeepers.  It has verified facts, no mis-representations, no fabricated conclusions.  Anyone who buys this book should claim fraud and ask for their money back.",There are many wonderful books on the inner workings of the White House
1061,"Outstanding! I had only been taking Jiu Jitsu classes for a few weeks when I read this book.  I planned on only reading a little at a time, but ended up reading it in a single sitting (not because it was too short, but because I was loving it).  The principles shared by Mr. Guillobel are well thought out and eloquently explained.  I made a very large stride in my progress immediately after reading this book.  I will be re-reading it again and again as I progress on my Jiu Jitsu journey.  Thank you Mr. Guillobel for taking the time to put this together.",Excellent! A MUST READ for anyone even remotely serious about Jiu Jitsu!
1062,"OK babe I'm finally trying to caught up and not sure where to put my review so I'm simply giving it to you. This is my 1st arc like this one but I really enjoyed immensely. I got so caught up in the different characters and loved when she actually got pregnant. Putting a vhampire and wolf together as mates was beautiful. Details and plot was very nice, then I'm waiting to read about the wedding or others like these 2 together but alas not yet I'm hoping there's a series in this particular set so I can continue the excellent read thank you for letting me read it",This is my 1st arc like this one but I really enjoyed immensely
1063,"I bought this at the Minneapolis-St. Paul airport just before boarding a Sunday afternoon flight to Idaho. It's perfect -- read a few pages, think about what you've read, read a few more pages, think. I enjoyed it so much that I ended up skipping all of the junk TV available in my hotel room when I returned at the end of the working day, and kept reading, then thinking. I believe that you'll enjoy it as you read it a bit at a time, and then think about what you've read, ...",Perfect for those quiet moments when traveling or at the lake
1064,"I gave this book five stars because finally a man with very little formal education reaches those of us who love the Lord, love to study the Word. This man in my opinion was Spirit filled, and his words and thoughts are wonderful helps for not only living but understanding the Christian life. A great read.",A book Every Christian Sould read. Deep Biblical insights in a simple format.
1065,"This is an intensely emotional and wonderfully erotic dark series that will be sure to please fans of Elizabeth Hoyt like me. The romances were a little lacking compared to her later works (more physical than emotional, which is fine, but the emotions evoked in the Maiden Lane series makes it superior IMO) but great reads overall with stories i completely lost myself in",Heartfelt and dark historical romance series - Highly recommend for fans of Elizabeth Hoyt
1066,"I really liked the book, it is an enjoyable read with a number of practical examples that help you to see what you need to focus on to be productive.  I especially liked chapter 8 which used the Cincinnati Public School example, to show that in this world with ever increasing quantity and sources of data, you need to do something with the information so that you internalize it.  That is key to being able to use it to make good decisions and motivate yourself to change.  Otherwise all that data is just noise.",Enjoyable read that helps you focus on how to be more productive
1067,"I wish I would have known about indestructible sooner! I bought this for my 1.5 year old and she loves the story however is pretty ""nice"" to books now. I wish I would have had it when she was only a few months and preferred to chew and bend books! These will be added to baby shower presents from here on out!","5 year old and she loves the story however is pretty ""nice"" to books now"
1068,Came on time & in good condition but I could not bother finishing this book. Way to much like a history book and if everything is true in it there should have been many newspapers writers & politicians both in Canada & the USA put in jail for lying drastically about the routes & amount of gold. It shows that they caused thousands of people to die horribly!,Came on time & in good condition but I could not bother finishing this book
1069,"There's a ton of good stuff in this book, and it's an accessible introduction to Bowen thought.

What made the purchase a worth while one in my life was what this book helped me see about the difference between ""differentiation"" and mere ""distance.""

A valuable read for anyone with a Prodigal temperament.","If I'd read and understood this when I was 20, my life would be entirely different today."
1070,"This is a brilliant book.  The brilliance lies in the ease of use and understanding.  Jonathan takes what can be complex ideas and breaks them down into easy to apply techniques to help you focus on your non-conscious programming and turn it into abundance.  He uses real life stories to show the secrets of intention and the law of attraction.  If you are open to personal growth, do yourself a favor and read this book.  WHAT IF this is the book that can change your life?",Set your intention on attracting what you want with this book!
1071,"I really enjoy Nora Roberts' books and this trilogy with it's magic, the Irish countryside, and struggle between good and evil was an entertaining read.  I would definitely recommend it.  You could read the books separately and/or out of order but I think you'd really lose a lot of the story.  My only criticism was when the characters would cast their spells they all rhymed and ended them with ""....so mote it be"" which seemed corny but overall, great trilogy!  Highly recommend especially if you like any of Nora's other books.",I really enjoy Nora Roberts' books and this trilogy with it's magic
1072,"After getting this book for Christmas, we immediately made a trip to the art supply store for my daughter to spend her Christmas money...

I did get her a sketchpad and a pencil set to go with it, but in the book it tells you that you need an 18"" ruler, a kneaded eraser, a compass (""circle guide"") and non-smudge pens.  So to make it a complete gift, you might want to provide that stuff too :)","My daughter likes it a lot, needs other stuff to complete gift"
1073,"Why'd you have kids anyway? You want relationship but all you get is headache? Maybe it's not just the kids but you, too! I found this book very well written and filled with practical insight and recommendations that allow me to have relationship with my kids, and of course, allow me to communicate to them how much I love them. I highly recommend this.",Very helpful for open minded parents who are tired of the battles.
1074,"Oh, how I love a book that grabs you from the first page until the last.  The ending had me on the edge of my seat.  I kept hoping it would end while still hoping it would last for a very long time.
I had so much to do while I couldn't put the Kindle down.  Had to get to the climax.  Great job Ms. Girard!!!",I kept hoping it would end while still hoping it would last for a very long time.
1075,This devotional book is a great supplement for Osteen's Your Best Life Now. Each daily devotional contains practical and spiritually-uplifting messages for those looking to empower their faith and devotion to the Christian God. Reading these devotionals every morning will get your day off on the right path.,A Great Devotional and Supplement to Osteen's book Your Best Life Now
1076,I liked the first in the series well enough. But this one I just couldn't get past the first couple of chapters. The Big Bad was a pussy cat - where's the fun in that? He almost sounded stupid - which I don't find appealing at all. So I stopped reading it & have no desire to go back. Very disappointing.,Couldnt get past first couple of chapters. The Big Bad is a a disappointment.
1077,"If you can stomach many explicit descriptions of psychopathic desires to molest and kill children this book is for you!
I don't know how any moral or even mostly ""normal"" adult can read this sadistic crap!
I'm terrified that there are so many positive reviews, what this says about people's minds is terrifying!
I guess most people are so desensitized to evil nowadays that this seems like ""a good read"" to many.
Disgusting stuff.",BEWARE Explicit descriptions of desire molest & kill children
1078,"Jenna crafts a richly detailed novel that explores the weight of grief from the loss of Peter's family during the Holocaust on Peter, his new wife, and their daughter. Jenna gets the rhythm of the times (mid-60's to mid-80's) absolutely right as well as the deep sense of apathy and hopelessness that define her central character. Jenna's characters are so well developed that I felt as if I would know them if I met them on the street. I kept turning page after page wanting to know what happened to them. In the end, there is hope.",I kept turning page after page wanting to know what happened to the characters.
1079,"Chris Horner makes good arguments and the information to confirm is referenced. This is a very helpful book for anyone who is active in the real conservationist and solution minded efforts because the left is not real in this - that is, their self proclaimed nanny-role. To be clear, the left is in it for political advantages.  They care not for how the real results end up.",Chris Horner makes good arguments and the information to confirm is referenced
1080,"Kristin Proby has once again led her readers to love and action, and a wonderful togetherness for two emotionally battered people.  I could not put the book down and had to do an eight-hour workday while reading the book.  However, I did not miss a thing.  I have marked my calendars for the next books.  I will be sad when the story of the Montgomeries and their interconnected family is complete. I will read it again and again.  Kristin keep up the good work.",A wonderful story of two emotionally battered people finding love.
1081,"The beginning was a little slow, although I have no idea what changes, could or even should be made. I almost stopped reading, when bam! the story grabbed me by the hair and carried me along. I started reading science fiction back in the dark ages in 1948, so I've read many of Drake's books. I particularly liked the way he portrayed Hanson's humanity as a man and a
soldier doing his duty as he saw it.
I think this book will appeal to both genders of all ages.",Excellent book! Drake's writing continues to change with the times.
1082,"I was intrigued by this novel, although the characters all seem bordering on hysteria.  They seem to over react to every situation.  I have recently read a couple of histories of Amsterdam, I found this a bit contradictory for the ""most liberal city in the world.""  I would have preferred the someone was happy somewhere in the city.  Was it under moral siege as Florence was under Savonarola?  (alert!)  The ending is not very satisfying since we never really find out about  the miniaturist and what she was about.  I'm not sure this author knows what she is writing about.",""" I would have preferred the someone was happy somewhere in the city"
1083,"Before reading Follett's third part of trilogy of the twentieth century, I never understood what caused the Communist Bloc to crumble so suddenly.  Not only is the book an engaging read, it maintains the quality of writing and fresh story-telling I enjoyed in the two earlier books.  It does not disappoint.",it maintains the quality of writing and fresh story-telling I enjoyed in the two earlier books
